LandValue,BuildingValue,Acres,AboveSpace,Basement,Deck,Baths,Toilets,Fireplaces,Beds,Rooms,AC,Age,Car,Condition,Price
8800,114500,0.15,798,630,144,2,0,0,3,4,1,4.7,0,Average,0
9700,87800,0.17,1060,0,0,1,0,0,3,3,1,17.8,308,Average,0
68400,214000,0.48,1708,800,0,3,0,2,3,3,1,50.8,462,Average,0
39400,158900,0.33,1732,0,120,2,1,1,3,3,1,9.7,680,Average,0
17600,76100,0.21,864,0,0,1,0,0,3,2,1,38.8,336,Good,0
4900,41500,0.09,996,0,240,1,0,0,2,3,0,128.8,0,Good,0
4100,43500,0.14,1107,0,0,1,0,0,3,2,0,95.8,0,Good,0
14800,52600,0.17,812,0,0,1,0,0,2,3,0,90.8,0,Good,0
19700,54200,0.15,1032,0,0,1,0,0,2,3,1,100.8,0,Good,0
16600,88300,0.15,920,350,88,1,0,0,2,3,1,86.8,0,Good,0
11100,124900,0.18,1100,0,155,2,0,0,3,2,1,5.7,0,Average,0
19700,95300,0.17,1148,400,0,1,1,0,3,2,1,52.8,0,Good,0
15500,44900,0.15,1119,0,0,1,0,1,3,2,0,100.8,0,Average,0
27900,91700,0.21,780,400,216,1,1,0,3,2,1,60.8,0,Good,0
7800,13500,0.23,1181,0,0,1,0,0,2,2,0,104.8,0,Poor,0
21900,88900,0.17,912,0,0,1,0,0,3,2,1,52.8,0,Good,0
15100,58000,0.16,672,0,0,1,0,0,2,2,1,68.8,288,Good,0
5800,29000,0.15,762,0,0,1,0,0,2,3,0,110.8,0,Average,0
8300,28700,0.17,767,0,0,1,0,0,2,2,0,97.8,0,Poor,0
23700,74700,0.16,838,0,0,1,0,0,2,3,1,88.8,0,Good,0
21300,102700,0.19,1194,500,105,2,1,0,3,2,1,49.8,0,Good,0
11000,82200,0.17,910,0,0,1,1,0,3,2,1,39.8,0,Good,0
27200,127600,0.27,1538,0,120,2,1,1,3,3,1,17.8,520,Average,0
14300,67400,0.3,880,0,0,1,0,0,2,3,0,56.8,0,Good,0
22600,83100,0.16,1144,0,256,1,1,0,2,3,1,68.8,0,Good,0
15900,91800,0.15,1199,400,0,1,0,0,3,2,1,68.8,200,Good,0
17800,97700,0.39,1521,0,0,1,0,0,3,5,1,83.8,0,Good,0
4700,90000,0.14,1330,0,140,2,0,1,3,2,1,43.8,0,Good,0
11100,45400,0.16,970,0,358,1,0,0,2,2,1,111.8,0,Average,0
10100,46300,0.13,1019,0,0,1,0,0,2,2,0,100.8,0,Average,0
17400,71000,0.17,876,0,136,1,0,0,2,2,0,56.8,0,Good,0
19900,88300,0.23,912,300,0,1,0,0,2,3,1,52.8,294,Good,0
17100,60500,0.45,922,0,0,1,0,0,2,2,1,71.8,0,Average,0
106200,359800,0.78,3693,0,0,3,1,1,5,5,0,87.8,231,Good,0
26800,68000,0.46,1100,0,0,1,0,0,2,2,1,80.8,0,Good,0
9800,77500,0.15,1281,350,0,1,0,0,3,3,1,70.8,0,Good,0
19500,83700,0.53,970,0,0,1,0,0,3,2,1,47.8,0,Good,0
16200,95100,0.19,1105,0,0,1,0,0,3,3,1,52.8,0,Good,0
10200,46500,0.13,1042,0,0,2,0,0,2,3,0,108.8,0,Good,0
13500,60400,0.13,1248,0,0,1,0,0,3,3,1,94.8,0,Average,0
4900,37400,0.15,1066,0,0,1,0,0,3,3,0,95.8,0,Average,0
47400,102700,1.08,1634,0,0,1,1,1,4,3,0,86.8,0,Good,0
15400,45400,0.2,792,0,100,1,0,0,2,3,0,61.8,0,Good,0
17500,93800,0.17,1210,0,0,1,0,0,3,2,1,55.8,0,Good,0
18300,88800,0.17,1488,0,330,1,0,0,3,3,1,96.8,300,Good,0
30500,62200,0.18,981,360,0,1,0,0,3,2,1,64.8,0,Average,0
18300,68300,0.15,890,0,128,1,0,0,2,2,1,87.8,0,Good,0
20100,79800,0.16,1339,0,288,2,0,0,4,3,0,87.8,0,Average,0
16300,108600,0.18,2075,0,200,2,0,1,3,6,1,76.8,0,Good,0
51200,200000,0.31,1819,0,0,2,1,2,3,3,1,62.8,300,Good,0
20800,89400,0.15,857,600,166,2,0,0,3,1,1,18.8,0,Good,0
91200,209300,0.61,2655,0,0,2,1,1,4,5,1,91.8,0,Good,0
27200,110400,0.17,1273,230,0,2,0,1,4,3,1,85.8,0,Good,0
52400,97400,0.28,1373,600,0,1,2,0,3,2,1,36.8,0,Good,0
17600,39700,0.15,778,0,0,1,0,0,2,2,0,95.8,0,Average,0
23600,104100,0.17,1320,228,144,1,0,0,2,4,1,64.8,0,Good,0
15000,109400,0.16,1136,0,190,1,1,2,3,3,1,57.8,0,Good,0
24700,78600,0.23,1080,0,220,1,0,0,1,3,1,63.8,0,Good,0
34800,64400,0.18,696,560,0,2,0,0,1,4,1,93.8,0,Good,0
11900,48700,0.22,575,0,0,1,0,0,2,2,0,70.8,0,Good,0
22100,87100,0.28,826,0,0,1,0,0,2,3,1,51.8,0,Good,0
20900,43900,0.58,806,0,0,1,0,0,2,2,1,100.8,0,Good,0
15100,107400,0.32,1620,0,424,1,0,0,3,3,1,58.8,0,Good,0
25600,129800,0.46,1492,200,168,2,0,1,3,3,1,49.8,0,Good,0
20000,68300,0.21,936,0,0,1,0,0,3,2,1,59.8,0,Poor,0
31300,149600,0.28,1442,0,232,2,0,0,3,2,1,5.7,420,Average,0
20700,116200,0.15,1353,0,0,1,1,0,3,3,1,70.8,242,Average,0
20800,92000,0.18,1198,0,0,1,0,0,3,3,1,68.8,0,Good,0
11600,44400,0.15,616,0,0,1,0,0,2,2,0,56.8,0,Good,0
17200,78900,0.15,1433,0,0,1,0,0,4,3,0,107.8,0,Average,0
16500,63800,0.27,812,0,0,1,0,0,3,2,1,63.8,0,Good,0
38400,73900,0.46,864,0,0,1,0,0,3,2,1,59.8,0,Average,0
21600,81100,0.18,794,300,36,1,0,1,2,3,1,69.8,0,Good,0
30100,75400,0.24,878,0,248,1,0,0,2,6,1,71.8,0,Average,0
46600,119500,0.94,1766,0,0,2,0,0,3,2,1,51.8,0,Good,0
25600,82100,0.2,1005,500,288,1,1,0,3,3,1,51.8,0,Good,0
7000,42600,0.15,809,0,0,1,0,0,2,2,0,109.8,0,Good,0
21600,58700,0.96,712,324,0,1,0,0,3,2,1,57.8,0,Good,0
12700,42000,0.17,528,0,0,1,0,0,1,2,0,100.8,0,Good,0
13500,61400,0.13,881,0,0,1,0,0,3,3,1,76.8,0,Good,0
19200,95200,0.14,1398,0,30,1,0,0,4,3,1,94.8,0,Good,0
18400,133900,0.18,2143,0,180,2,0,1,3,4,1,97.8,0,Good,0
18600,46500,0.12,681,0,0,1,0,0,1,2,1,95.8,0,Average,0
15700,65800,0.15,1098,0,0,1,0,1,3,3,1,71.8,0,Average,0
13300,63500,0.13,862,0,0,1,0,0,3,2,0,64.8,0,Average,0
11200,36500,0.23,792,0,0,1,0,0,3,3,1,71.8,0,Average,0
21200,32700,0.17,480,0,0,1,0,0,2,2,0,83.8,0,Average,0
26800,91600,0.23,1214,450,0,1,0,0,4,2,1,58.8,231,Good,0
34900,129800,0.24,1389,0,0,1,1,1,3,3,1,70.8,0,Good,0
23700,36900,0.43,720,0,120,2,0,1,1,4,1,94.8,0,Good,0
18400,124200,0.26,1224,563,120,2,0,1,3,2,1,45.8,720,Good,0
31600,95000,0.21,1546,0,0,1,0,1,3,4,0,86.8,0,Good,0
20700,53000,0.31,912,0,0,1,0,1,2,3,1,69.8,0,Good,0
21300,87200,0.45,893,0,0,1,0,0,3,2,1,19.8,0,Average,0
24200,113100,0.19,1808,0,0,1,1,1,3,3,1,47.8,0,Good,0
47800,153900,0.23,1435,0,208,2,1,1,3,3,1,3.7,462,Average,0
26700,96600,0.27,864,0,324,1,0,0,2,3,1,55.8,0,Good,0
19100,68900,0.18,800,200,0,1,0,0,2,2,0,59.8,0,Average,0
22800,90800,0.22,1086,0,0,1,1,0,3,2,1,49.8,0,Good,0
7500,83800,0.13,1172,0,0,1,1,0,3,3,1,30.8,288,Good,0
19600,41300,0.25,578,0,113,1,0,0,1,3,0,80.8,0,Average,0
15300,49400,0.15,720,0,0,1,0,0,2,2,0,61.8,0,Good,0
14500,87700,0.15,875,440,138,1,0,0,3,2,1,38.8,0,Good,0
16800,96300,0.18,1004,0,176,1,0,0,3,2,1,62.8,0,Good,0
13800,75600,0.13,816,0,120,1,0,0,2,2,1,42.8,0,Good,0
28900,101600,0.5,1296,0,207,2,0,0,3,3,1,102.8,0,Good,0
10200,133100,0.13,1278,0,20,2,0,0,3,2,1,4.7,273,Average,0
66200,194800,1.09,2790,0,288,2,1,1,4,6,1,91.8,0,Good,0
9900,75400,0.11,1123,0,0,1,0,0,3,2,0,95.8,0,Good,0
9600,63000,0.09,976,0,0,1,0,0,3,3,0,100.8,0,Average,0
15500,64600,0.15,804,0,0,1,0,1,3,2,1,102.8,0,Good,0
9500,69400,0.16,957,0,0,1,0,0,3,2,1,49.8,0,Good,0
15900,68900,0.15,1067,0,104,1,0,0,3,3,0,95.8,0,Good,0
8100,99300,0.14,1237,0,90,1,1,0,3,3,1,43.8,0,Good,0
16400,84300,0.4,797,432,768,1,1,0,3,2,1,28.8,0,Poor,0
18900,72000,0.19,1302,0,208,1,0,1,3,3,1,96.8,0,Average,0
20100,139600,0.22,1158,900,120,3,0,1,3,2,1,40.8,440,Average,0
25600,92200,0.17,1243,400,165,1,0,0,3,3,1,71.8,0,Good,0
18400,39800,0.29,996,0,0,1,0,0,2,2,0,73.8,0,Poor,0
15600,110600,0.17,1666,500,0,1,1,0,3,4,1,87.8,0,Good,0
26300,66600,0.17,688,0,0,1,0,0,2,2,1,68.8,0,Good,0
10800,45300,0.15,1280,0,0,1,0,0,3,3,0,94.8,0,Average,0
14500,96600,0.17,997,0,0,1,0,0,3,2,1,53.8,0,Good,0
19500,118200,0.18,1176,800,77,1,0,0,3,2,1,45.8,0,Good,0
22600,24800,0.32,736,0,0,1,0,0,3,2,0,64.8,0,Poor,0
29100,58400,2.86,1128,0,180,1,0,0,2,5,1,150.8,0,Good,0
6000,57600,0.17,912,0,192,1,0,0,2,3,0,74.8,0,Good,0
25900,90200,0.19,1392,0,388,1,0,0,2,4,1,62.8,0,Good,0
16600,98900,0.16,1512,0,120,1,0,0,4,3,1,51.8,0,Poor,0
14200,81300,0.17,1333,685,112,2,0,0,4,3,1,85.8,0,Good,0
12400,61400,0.12,1209,0,0,1,0,0,2,3,0,93.8,0,Average,0
12500,58000,0.18,1223,0,96,1,1,0,2,3,0,106.8,0,Poor,0
28900,123100,0.21,1246,480,0,1,0,0,2,4,1,53.8,0,Good,0
16900,96500,0.19,1270,0,324,1,0,0,3,3,1,49.8,0,Good,0
26100,102400,0.17,816,300,0,1,0,0,2,2,1,61.8,0,Good,0
28900,105300,0.26,1104,0,170,1,0,0,3,2,1,57.8,0,Good,0
14600,61000,0.23,1188,0,0,1,0,0,1,2,1,64.8,520,Average,0
12200,49600,0.16,640,0,0,1,0,0,2,2,1,57.8,0,Average,0
6600,37400,0.3,850,0,0,1,0,0,2,2,0,97.8,0,Average,0
19900,65200,0.15,824,0,144,1,0,1,2,3,1,88.8,0,Good,0
15500,79600,0.15,1242,0,0,1,0,0,2,4,1,89.8,0,Good,0
19600,98700,0.18,930,400,0,1,0,1,3,2,1,44.8,0,Good,0
25200,74700,0.7,1788,280,0,1,0,0,5,2,0,107.8,0,Poor,0
17600,113400,0.12,1692,0,0,1,1,0,4,4,1,100.8,0,Good,0
23400,77900,0.16,1565,0,0,1,0,1,3,4,1,93.8,0,Good,0
13900,48800,0.19,658,0,0,1,0,0,2,2,1,39.8,0,Average,0
12300,43600,0.18,864,0,0,1,0,0,2,3,1,90.8,0,Average,0
12300,45900,0.13,816,0,0,1,0,0,2,2,0,78.8,0,Average,0
30200,206100,0.18,1835,0,0,2,0,1,3,6,1,12.7,480,Average,0
21500,84900,0.19,1061,0,256,1,0,0,2,3,1,62.8,0,Good,0
28700,93500,0.2,1002,0,0,2,0,0,3,2,1,51.8,0,Good,0
26100,92400,0.2,969,0,64,1,0,0,3,2,1,56.8,0,Average,0
18000,56900,0.44,944,0,0,1,0,0,2,2,1,68.8,0,Average,0
18400,78200,0.18,896,400,0,1,0,1,2,3,1,70.8,0,Good,0
18600,87700,0.17,1002,0,0,1,0,0,2,2,1,47.8,0,Good,0
4400,55100,0.13,1046,0,100,1,0,0,3,2,0,47.8,0,Good,0
29000,113500,0.83,1071,280,0,2,1,0,3,3,1,37.8,350,Average,0
27200,117300,0.18,1272,0,0,1,1,1,3,2,1,52.8,400,Good,0
11300,72100,0.18,1680,0,0,2,0,0,3,3,1,75.8,0,Good,0
28000,148800,0.15,1662,0,50,2,0,2,3,3,1,72.8,202,Good,0
5300,40000,0.12,852,0,0,1,0,0,2,3,0,67.8,0,Poor,0
17000,69400,0.16,797,400,0,1,0,0,2,3,1,69.8,0,Average,0
10200,58200,0.11,576,0,248,1,0,0,1,2,1,51.8,0,Good,0
20600,119700,0.22,1362,0,532,1,0,1,2,2,1,50.8,0,Good,0
16400,37800,0.15,886,0,0,1,0,0,2,2,0,86.8,0,Good,0
15400,83100,0.23,1176,0,0,1,0,0,3,2,1,55.8,484,Good,0
37300,139000,0.15,1452,0,0,1,0,1,3,3,1,95.8,0,Good,0
16800,48700,0.18,830,0,96,1,0,0,2,2,1,90.8,0,Good,0
20400,107600,0.17,1489,500,0,1,1,1,3,3,1,63.8,0,Good,0
19000,68100,0.3,1210,0,0,1,0,0,2,3,1,105.8,0,Good,0
18600,75900,0.15,1040,0,0,1,0,0,3,2,1,97.8,0,Average,0
15500,91300,0.17,1600,0,135,2,0,0,3,4,1,85.8,0,Good,0
5000,85100,0.15,1228,0,0,1,1,0,4,2,1,15.8,0,Average,0
15600,103300,0.16,1404,0,0,1,0,0,3,3,0,41.8,448,Good,0
28000,59500,0.49,1342,0,225,1,0,0,2,4,1,91.8,0,Good,0
29000,96200,0.2,1099,400,0,2,0,1,3,3,1,54.8,0,Good,0
32000,193300,0.33,2289,450,240,2,2,2,4,4,1,43.8,529,Good,0
29500,208900,0.17,1817,950,216,3,1,1,4,4,1,5.7,783,Average,0
38100,158700,0.15,1374,400,294,2,0,1,4,2,1,61.8,0,Good,0
14200,39300,0.15,748,0,0,1,0,0,2,3,0,98.8,0,Poor,0
5600,30900,0.06,580,0,0,1,0,0,1,2,0,87.8,0,Average,0
21700,50800,0.19,989,0,0,1,1,0,3,2,1,104.8,0,Good,0
18200,42000,0.17,796,0,0,1,0,0,3,2,1,56.8,0,Good,0
18700,91600,0.5,1020,0,120,1,0,0,2,3,1,16.8,0,Average,0
22500,80700,0.2,981,0,238,1,0,0,3,2,1,42.8,0,Good,0
29600,66800,0.27,850,0,48,1,0,0,2,3,0,60.8,0,Average,0
21100,97700,0.18,950,300,324,1,1,0,4,1,1,46.8,0,Good,0
5800,117600,0.15,2105,0,0,1,0,0,5,4,1,53.8,0,Good,0
8700,57900,0.17,1164,0,102,1,0,0,3,5,0,102.8,0,Average,0
30600,113900,0.19,1053,450,120,2,1,1,3,4,1,16.8,0,Average,0
30500,91700,0.24,936,0,160,1,0,0,2,2,1,56.8,384,Good,0
20600,50000,0.24,816,0,0,1,0,0,2,3,0,72.8,0,Average,0
14600,67500,0.17,1423,0,0,1,0,0,2,4,1,85.8,0,Average,0
12300,79300,0.13,960,0,0,1,0,0,2,2,1,63.8,0,Good,0
15700,72300,0.21,872,0,240,1,0,0,2,2,1,52.8,328,Average,0
19000,67000,0.2,720,200,0,2,0,0,2,2,1,63.8,0,Good,0
34400,174000,0.26,2495,0,0,2,0,1,2,4,1,88.8,0,Good,0
25200,116700,0.14,1404,200,240,1,0,0,3,3,1,103.8,0,Good,0
19600,126200,0.22,1094,0,208,2,0,0,3,2,1,5.7,0,Average,0
17900,86400,0.18,1495,0,0,1,0,0,3,4,1,93.8,0,Good,0
13100,47100,0.15,1011,0,0,1,0,0,4,3,0,105.8,0,Average,0
21600,89800,0.19,1036,0,0,1,0,0,3,2,1,51.8,0,Good,0
16000,81200,0.15,884,0,0,1,0,0,2,3,1,53.8,0,Good,0
8100,83100,0.35,1847,0,0,2,0,0,3,3,0,104.8,0,Poor,0
25200,94000,0.16,1496,0,0,1,0,0,3,3,1,84.8,0,Good,0
17700,99500,0.17,1576,0,66,1,0,0,4,2,1,56.8,0,Good,0
5600,38100,0.12,1010,0,0,1,0,0,3,3,0,100.8,186,Poor,0
30600,75400,0.18,996,0,0,1,0,0,2,2,0,63.8,0,Good,0
13300,28800,0.12,868,0,0,1,0,0,2,2,0,85.8,0,Average,0
22400,75200,0.22,936,0,0,1,0,0,3,2,1,51.8,0,Good,0
17200,80300,0.42,1296,0,0,1,0,0,4,4,0,51.8,0,Good,0
20900,98400,0.2,992,550,0,1,0,0,3,2,1,56.8,0,Good,0
14500,52000,0.19,844,0,0,1,0,1,2,3,1,99.8,0,Good,0
17900,73100,0.17,792,0,0,1,0,0,2,2,0,64.8,0,Good,0
12400,67000,0.12,904,0,0,1,0,0,2,2,1,93.8,0,Good,0
22600,129300,0.25,1871,0,0,2,0,1,3,4,1,53.8,576,Average,0
23800,75500,0.23,1229,0,180,1,0,1,4,2,1,88.8,0,Good,0
29100,165800,0.19,1755,360,388,1,2,1,3,3,1,70.8,220,Good,0
29800,121900,0.23,1144,0,208,2,0,0,3,2,1,3.7,0,Average,0
10700,35100,0.13,780,0,0,1,0,0,2,2,1,98.8,0,Average,0
14100,43600,0.15,616,0,0,1,0,0,2,2,1,70.8,0,Good,0
24400,91600,0.16,835,400,192,1,0,0,2,2,1,60.8,0,Good,0
16900,48900,0.15,816,0,0,1,0,0,2,2,0,95.8,0,Good,0
10900,42400,0.15,660,0,0,1,0,0,2,2,0,88.8,0,Good,0
24800,110300,0.17,1499,0,0,2,0,0,4,2,1,61.8,0,Average,0
28500,79900,0.24,937,125,0,1,0,0,2,2,0,69.8,190,Good,0
17400,134100,0.17,1952,0,0,2,0,1,4,2,1,58.8,264,Good,0
25900,60500,0.35,912,0,0,1,0,0,2,3,1,65.8,0,Good,0
18600,92000,0.23,928,420,0,1,0,0,3,2,1,55.8,0,Good,0
24900,41600,0.47,784,0,64,1,0,0,2,2,0,92.8,0,Average,0
13000,49300,0.22,728,0,96,1,0,0,2,3,0,53.8,0,Good,0
19500,91000,0.19,1305,0,0,1,0,0,3,3,1,80.8,0,Good,0
17500,55500,0.16,1444,0,0,1,0,1,3,4,0,98.8,0,Poor,0
18800,50900,0.17,768,0,142,1,0,0,2,3,0,100.8,0,Good,0
30900,225700,0.25,2649,847,458,3,1,1,3,4,1,26.8,624,Good,0
21800,148400,0.14,1291,0,130,2,0,1,3,2,1,5.7,399,Average,0
17800,98700,0.16,840,0,104,1,0,0,3,2,1,39.8,0,Good,0
42000,175200,0.28,1888,0,192,3,0,0,4,2,1,68.8,0,Good,0
24800,143700,0.16,1505,500,0,1,0,1,4,2,1,73.8,0,Good,0
3600,25500,0.09,1382,0,0,2,0,0,3,4,0,96.8,0,Poor,0
12200,62000,0.22,1302,0,0,1,0,0,4,3,0,121.8,0,Good,0
9000,43600,0.24,1319,0,0,2,0,0,3,4,0,108.8,0,Average,0
28100,99800,0.41,1724,0,0,1,0,1,2,4,1,61.8,0,Good,0
15800,115300,0.15,1838,0,332,2,0,0,4,2,1,59.8,0,Good,0
14300,72700,0.17,898,0,173,1,0,0,2,3,1,82.8,0,Good,0
17200,54200,0.37,829,0,0,1,0,0,3,2,0,55.8,0,Good,0
12700,39200,0.17,672,0,0,1,0,0,2,2,1,100.8,0,Good,0
20700,62800,0.24,878,0,248,1,0,0,2,6,1,71.8,0,Average,0
31600,153500,0.2,1864,0,200,2,1,1,3,3,1,7.7,442,Average,0
9600,64000,0.37,1934,0,0,2,0,0,4,4,0,96.8,0,Poor,0
20000,126400,0.16,1356,0,128,2,0,0,3,1,1,14.8,440,Average,0
9500,82900,0.16,975,150,0,1,0,0,3,2,1,48.8,0,Average,0
34200,140200,0.17,1180,0,0,1,0,0,3,2,1,90.8,0,Good,0
13200,67600,0.11,1048,0,0,1,0,1,3,2,1,85.8,0,Good,0
6100,42700,0.11,704,0,0,1,0,0,2,2,0,99.8,0,Good,0
14200,40500,0.16,689,0,120,1,0,0,2,3,1,92.8,209,Good,0
14400,120800,0.21,1040,0,146,1,0,0,3,2,1,5.7,0,Average,0
10200,50800,0.29,2518,0,0,1,0,1,4,6,0,114.8,0,Poor,0
14400,60100,0.17,743,0,0,1,0,0,2,3,0,85.8,0,Good,0
30900,97000,0.23,1008,800,96,2,0,0,2,5,1,60.8,480,Good,0
6900,50500,0.18,2194,0,0,2,0,0,4,5,0,106.8,0,Poor,0
34200,125100,0.22,1032,400,120,2,1,1,3,3,1,6.7,160,Average,0
9500,75600,0.16,840,0,0,1,0,0,3,2,1,42.8,0,Good,0
15700,56100,0.13,1119,0,0,1,0,0,3,3,0,92.8,0,Average,0
22700,159700,0.14,1767,500,408,1,0,1,2,3,1,73.8,0,Good,0
18400,53100,0.17,768,0,0,1,0,0,2,2,0,83.8,0,Good,0
20800,109300,0.25,1811,0,0,1,0,1,3,3,1,74.8,0,Good,0
15900,107800,0.14,865,0,120,1,0,0,3,2,1,7.7,0,Average,0
35900,128500,0.23,1516,0,0,1,1,1,3,3,1,80.8,0,Good,0
17800,60000,0.15,944,0,0,1,0,0,3,3,0,91.8,0,Good,0
17300,61100,0.15,912,500,0,2,0,0,2,3,1,98.8,0,Good,0
15600,53200,0.16,1160,0,145,2,0,0,2,4,0,68.8,0,Poor,0
24800,49900,0.33,724,0,0,1,0,0,1,3,1,70.8,0,Good,0
9500,73400,0.16,899,0,0,1,0,0,3,2,1,41.8,0,Good,0
14200,75300,0.18,1149,0,0,1,0,0,3,3,1,83.8,0,Good,0
16100,75600,0.15,826,0,0,1,0,0,2,2,1,63.8,0,Good,0
22800,90700,0.75,1317,0,0,2,0,0,4,2,1,62.8,0,Good,0
30600,101300,0.25,1004,759,0,1,0,0,3,2,1,50.8,0,Good,0
18400,63700,0.15,1100,0,0,1,0,0,2,3,1,105.8,0,Average,0
25100,132800,0.56,1095,0,160,2,0,0,3,2,1,4.7,484,Average,0
22100,76700,0.19,837,310,190,1,0,0,3,2,1,70.8,202,Average,0
23400,76600,0.22,952,0,0,1,1,0,3,2,1,52.8,0,Good,0
21300,96200,0.31,864,0,0,1,0,0,2,3,1,47.8,0,Good,0
15200,68200,0.16,672,0,100,1,0,0,2,2,1,68.8,0,Good,0
25800,54500,0.14,660,0,220,1,0,0,2,2,1,85.8,0,Good,0
35700,170500,0.29,1824,0,160,2,1,1,3,3,1,8.7,640,Average,0
16100,77300,0.16,896,400,0,1,0,0,3,2,1,56.8,0,Good,0
28900,111400,0.21,1239,0,0,1,1,0,3,2,1,53.8,0,Good,0
3900,49400,0.09,1027,0,0,1,0,0,2,3,0,67.8,0,Good,0
31100,166800,0.2,1707,0,0,1,1,2,2,4,1,60.8,285,Good,0
14000,33700,0.26,432,0,96,1,0,0,1,2,0,41.8,0,Average,0
13400,52500,0.15,1128,0,0,1,0,0,4,3,0,110.8,0,Average,0
25000,106600,0.4,912,400,0,2,0,1,3,2,1,42.8,0,Good,0
14600,71700,0.11,1032,0,140,1,0,0,2,3,1,86.8,0,Good,0
20400,56300,0.25,800,0,0,1,0,0,2,2,0,62.8,0,Average,0
19500,111000,0.17,1074,500,0,1,0,0,3,2,1,47.8,308,Good,0
14400,66200,0.12,1116,0,336,1,0,0,2,3,0,94.8,0,Good,0
29200,119100,0.17,1207,0,0,1,1,1,3,3,1,86.8,480,Good,0
8300,50900,0.13,1168,0,240,2,0,0,2,4,1,85.8,0,Good,0
69200,481400,0.69,3979,1100,1476,4,1,2,5,6,1,58.8,0,Good,0
21500,119400,0.26,1401,0,406,1,1,1,3,2,0,58.8,1000,Good,0
25200,96200,0.16,1202,450,490,2,0,0,2,3,1,84.8,0,Good,0
21800,83900,0.19,988,266,301,1,1,1,3,2,1,48.8,288,Good,0
28200,90900,0.19,1215,0,0,1,0,0,3,2,1,60.8,300,Average,0
19300,95900,0.17,1426,0,132,1,0,1,3,3,1,85.8,0,Good,0
33300,131800,0.2,1324,0,100,2,1,0,3,3,1,4.7,400,Average,0
10300,54700,0.11,629,0,0,1,0,0,2,2,0,40.8,0,Good,0
20100,95400,0.17,1296,450,0,1,0,0,4,2,1,58.8,0,Good,0
19500,65300,0.23,1008,0,0,1,0,0,2,2,1,58.8,0,Average,0
18600,63600,0.15,1177,0,0,1,0,0,3,2,1,96.8,0,Good,0
31100,109900,0.29,1397,350,0,3,0,0,3,4,1,35.8,0,Good,0
16000,55100,0.15,816,0,192,1,0,0,2,3,1,82.8,0,Good,0
31000,147000,0.26,1916,200,125,2,0,0,4,4,1,50.8,420,Good,0
4000,62600,0.1,1102,0,0,1,0,1,3,3,1,64.8,0,Good,0
22000,128600,0.25,1871,0,0,2,0,1,3,4,1,53.8,576,Average,0
50900,294800,0.27,2571,364,0,3,2,1,4,4,1,78.8,380,Good,0
6700,39700,0.12,872,0,0,1,0,0,2,3,0,97.8,0,Average,0
20700,77200,0.25,1040,0,247,1,1,0,2,3,1,55.8,0,Good,0
19700,112100,0.18,871,684,200,1,1,1,3,2,1,32.8,0,Good,0
16200,49400,0.17,673,300,0,1,0,0,2,2,0,56.8,0,Average,0
19500,59200,0.16,760,0,0,1,0,0,2,2,1,74.8,0,Good,0
28500,56000,0.25,792,0,0,1,0,0,2,3,1,80.8,0,Average,0
13700,53800,0.15,600,0,258,1,0,0,2,2,1,60.8,0,Good,0
17500,48900,0.17,664,0,0,1,0,0,2,2,1,71.8,0,Average,0
25900,91600,0.23,1109,300,112,1,0,0,2,3,1,48.8,0,Good,0
15500,32800,0.13,768,0,0,1,0,0,2,3,0,92.8,0,Average,0
24200,49900,0.3,694,0,0,1,0,0,2,2,1,69.8,0,Average,0
6000,87600,0.15,1868,0,0,1,0,0,3,3,1,105.8,0,Good,0
21400,83200,0.32,1324,0,0,2,0,0,4,2,1,96.8,0,Good,0
22700,97000,0.15,1364,0,176,1,0,0,3,3,1,63.8,0,Good,0
31700,140500,0.34,1921,600,0,1,1,1,3,4,1,42.8,462,Good,0
21300,105700,0.17,929,500,0,2,0,0,3,2,1,51.8,0,Good,0
23200,75400,0.15,699,300,0,1,0,0,2,2,1,60.8,0,Good,0
12300,78400,0.16,1204,0,170,1,0,0,2,3,1,93.8,0,Good,0
16200,37300,0.15,849,0,0,1,0,0,2,2,0,86.8,0,Poor,0
24000,79200,0.2,726,450,0,1,0,0,2,2,1,58.8,0,Average,0
41200,155700,0.55,1592,520,0,2,0,0,2,3,1,52.8,528,Good,0
25400,122100,0.15,1840,0,144,1,1,2,4,4,1,91.8,0,Good,0
5000,14500,0.12,844,0,0,1,0,0,3,3,0,85.8,0,Poor,0
19700,69900,0.23,781,0,0,1,0,0,2,2,1,56.8,0,Average,0
20700,75800,0.15,1233,0,0,1,0,0,3,2,1,67.8,0,Good,0
31500,93600,0.2,1312,0,141,1,0,0,2,2,1,73.8,0,Good,0
11200,124200,0.14,1094,0,155,2,0,0,3,2,1,5.7,0,Average,0
24400,132000,0.25,1398,0,0,2,1,1,3,3,1,16.8,550,Average,0
14000,48800,0.16,616,0,0,1,0,0,2,2,1,72.8,0,Good,0
19900,102500,0.15,1492,0,0,1,0,0,3,2,1,97.8,0,Good,0
18400,67400,0.23,1378,0,0,1,0,0,2,4,1,82.8,0,Good,0
14400,51500,0.15,836,0,64,1,0,0,2,3,1,94.8,0,Good,0
16600,71000,0.16,1000,700,0,1,0,0,3,3,1,94.8,0,Good,0
21600,94000,0.18,898,0,228,1,0,0,3,2,1,28.8,0,Good,0
29000,128800,0.22,1485,0,336,1,0,0,3,4,1,57.8,0,Poor,0
